transcript	zeroOne	annot.x	pident.x	length.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_10194_c14_g1_i2.p1	1	sp|Q2YDF6|RT35_BOVIN	55.1	267	113	4	6	265	58	324	6.26E-93	280	sp|Q2YDF6|RT35_BOVIN	53.9	267	116	3	58	324	6	265	5.29E-90	269
TRINITY_GG_10194_c26_g1_i1.p1	1	sp|Q9D6J3|YJU2_MOUSE	67.6	176	57	0	1	176	1	176	3.89E-78	245	sp|Q9D6J3|YJU2_MOUSE	67.6	176	57	0	1	176	1	176	3.95E-76	236
TRINITY_GG_10194_c32_g1_i1.p1	1	sp|P70280|VAMP7_MOUSE	65.9	220	75	0	1	220	1	220	2.19E-101	295	sp|P70280|VAMP7_MOUSE	65.9	220	75	0	1	220	1	220	9.01E-103	295
TRINITY_GG_10194_c33_g1_i6.p1	1	sp|O43502|RA51C_HUMAN	39.9	346	194	7	1	338	10	349	3.07E-65	213	sp|O43502|RA51C_HUMAN	39.9	346	194	7	10	349	1	338	1.10E-65	211
TRINITY_GG_10194_c35_g1_i1.p1	1	sp|Q8NI77|KI18A_HUMAN	35.6	705	416	13	36	713	11	704	1.27E-125	411	sp|Q8NI77|KI18A_HUMAN	35.4	707	415	14	11	704	36	713	2.86E-120	393
TRINITY_GG_10194_c36_g1_i2.p1	1	sp|B7Z0W9|OTOP_DROME	63.4	647	200	7	423	1061	838	1455	1.06E-249	753	sp|B7Z0W9|OTOP_DROME	63.5	646	199	6	839	1455	424	1061	1.28E-254	763
TRINITY_GG_10199_c0_g2_i3.p1	1	sp|Q63046|RUNX1_RAT	77.7	130	29	0	51	180	48	177	9.38E-62	214	sp|Q63046|RUNX1_RAT	77.7	130	29	0	48	177	51	180	3.91E-63	214
TRINITY_GG_102_c6_g1_i2.p1	1	sp|Q9VC56|PUF_DROME	45	3033	1137	56	1	2661	1	2874	0	2266	sp|Q9VC56|PUF_DROME	45	3030	1140	56	1	2874	1	2661	0	2271
TRINITY_GG_102_c7_g1_i11.p1	1	sp|O08580|ERR1_MOUSE	48.6	395	182	5	62	439	29	419	1.51E-106	325	sp|O08580|ERR1_MOUSE	48.6	395	182	6	29	419	62	439	3.74E-109	328
TRINITY_GG_10202_c3_g1_i4.p1	1	sp|P23508|CRCM_HUMAN	35	825	398	22	213	923	18	818	9.32E-84	291	sp|P23508|CRCM_HUMAN	35.5	822	398	22	18	818	213	923	4.94E-77	268
TRINITY_GG_10203_c18_g1_i1.p1	1	sp|P62924|IF5A_SPOEX	92.5	160	12	0	1	160	1	160	1.17E-108	309	sp|P62924|IF5A_SPOEX	92.5	160	12	0	1	160	1	160	4.82E-110	309
TRINITY_GG_10203_c19_g1_i4.p1	1	sp|O95260|ATE1_HUMAN	43.2	377	155	2	41	410	194	518	8.26E-101	312	sp|O95260|ATE1_HUMAN	43	377	156	2	194	518	41	410	1.53E-102	313
TRINITY_GG_10204_c4_g2_i6.p1	1	sp|Q8VHI3|OFUT2_MOUSE	44.4	169	93	1	56	223	44	212	1.91E-45	159	sp|Q8VHI3|OFUT2_MOUSE	44.4	169	93	1	44	212	56	223	1.23E-49	167
TRINITY_GG_10204_c5_g1_i2.p2	1	sp|Q5ZKI4|CCD93_CHICK	70.3	192	55	1	34	223	15	206	1.93E-90	283	sp|Q5ZKI4|CCD93_CHICK	70.3	192	55	1	15	206	34	223	6.68E-91	282
TRINITY_GG_10206_c0_g1_i1.p1	1	sp|Q9BI17|YELL_DROYA	62.7	391	144	2	18	406	16	406	3.16E-190	546	sp|Q9BI17|YELL_DROYA	62.7	391	144	2	16	406	18	406	6.85E-189	540
TRINITY_GG_10208_c0_g1_i1.p1	1	sp|O76217|PE1_ANOGA	48.2	56	27	2	90	144	97	151	9.88E-13	65.1	sp|O76217|PE1_ANOGA	48.2	56	27	2	97	151	90	144	2.97E-13	62.8
TRINITY_GG_10216_c1_g1_i1.p1	1	sp|P70031|CCKAR_XENLA	47.7	197	97	2	24	215	70	265	4.64E-50	172	sp|P70031|CCKAR_XENLA	47.7	197	97	2	70	265	24	215	1.20E-48	165
TRINITY_GG_10217_c0_g1_i1.p1	1	sp|Q90259|ASL1A_DANRE	55.1	107	28	3	75	180	55	142	1.72E-23	98.6	sp|Q90259|ASL1A_DANRE	47.8	136	45	4	30	146	56	184	4.33E-26	101
TRINITY_GG_10237_c16_g1_i7.p2	1	sp|P17970|KCNAB_DROME	88.2	483	54	2	72	551	251	733	1.45E-292	824	sp|P17970|KCNAB_DROME	81.3	540	74	3	194	733	39	551	4.57E-295	827
TRINITY_GG_10253_c13_g1_i1.p1	1	sp|Q6PCF9|S38AA_XENLA	36.6	554	325	10	4	542	5	547	3.65E-88	310	sp|Q6PCF9|S38AA_XENLA	42	400	225	4	4	398	3	400	2.26E-85	298
TRINITY_GG_10253_c14_g1_i3.p1	1	sp|Q9VRP5|UBP36_DROME	48.4	512	223	11	9	487	28	531	1.38E-140	452	sp|Q9VRP5|UBP36_DROME	49.1	501	214	11	34	526	15	482	5.64E-141	450
TRINITY_GG_10253_c15_g1_i1.p1	1	sp|Q9JIA7|SPHK2_MOUSE	36.1	479	277	10	83	549	147	608	4.42E-80	266	sp|Q9JIA7|SPHK2_MOUSE	35.5	487	269	11	147	608	83	549	4.22E-80	262
TRINITY_GG_10262_c12_g1_i4.p1	1	sp|Q99996|AKAP9_HUMAN	36.2	138	80	2	4445	4574	3648	3785	8.13E-13	79.7	sp|Q99996|AKAP9_HUMAN	36.2	138	80	2	3648	3785	4445	4574	1.07E-13	77.8
TRINITY_GG_10270_c2_g1_i1.p1	1	sp|Q15029|U5S1_HUMAN	78.2	979	201	3	1	974	1	972	0	1558	sp|Q15029|U5S1_HUMAN	78.4	974	208	2	1	972	1	974	0	1556
TRINITY_GG_10276_c14_g1_i1.p1	1	sp|Q9VZX9|SAHH2_DROME	91.2	319	28	0	1	319	203	521	1.34E-220	613	sp|Q9VZX9|SAHH2_DROME	91.2	319	28	0	203	521	1	319	3.17E-222	614
TRINITY_GG_10288_c0_g1_i1.p1	1	sp|P40656|SOX14_DROME	64.4	118	38	1	21	138	159	272	2.97E-42	160	sp|P40656|SOX14_DROME	55	149	51	2	129	273	3	139	2.34E-45	166
TRINITY_GG_10290_c11_g1_i2.p1	1	sp|Q9NHE5|CAPS_DROME	72.7	1379	244	14	49	1342	102	1432	0	1925	sp|Q9NHE5|CAPS_DROME	73.7	1348	237	12	102	1401	49	1327	0	1922
TRINITY_GG_10295_c3_g1_i1.p1	1	sp|Q8MKW7|RNZ_DROME	38.6	515	220	11	51	551	47	479	5.27E-94	307	sp|Q8MKW7|RNZ_DROME	37.7	549	246	12	22	487	26	561	2.85E-95	307
TRINITY_GG_10298_c10_g1_i5.p1	1	sp|Q9EQM6|DGCR8_MOUSE	40.6	535	275	11	125	646	238	742	1.18E-111	357	sp|Q9EQM6|DGCR8_MOUSE	37.6	611	325	13	166	742	58	646	1.63E-111	353
TRINITY_GG_10298_c9_g2_i3.p1	1	sp|Q6DGR4|HGH1_DANRE	42.2	225	114	2	2	226	5	213	2.83E-50	171	sp|Q6DGR4|HGH1_DANRE	42.2	225	114	2	5	213	2	226	1.53E-53	176
TRINITY_GG_10298_c9_g2_i3.p2	1	sp|Q297A7|HGH1_DROPS	57.1	140	56	1	3	138	225	364	1.31E-47	160	sp|Q297A7|HGH1_DROPS	57.1	140	56	1	225	364	3	138	2.55E-49	162
TRINITY_GG_10301_c3_g1_i19.p1	1	sp|P49842|STK19_HUMAN	33.8	213	134	2	30	235	141	353	1.46E-41	148	sp|P49842|STK19_HUMAN	33.2	220	140	2	134	353	23	235	3.41E-43	149
TRINITY_GG_10301_c3_g1_i19.p2	1	sp|Q9Y535|RPC8_HUMAN	56.4	204	85	2	1	202	1	202	4.17E-86	255	sp|Q9Y535|RPC8_HUMAN	56.4	204	85	2	1	202	1	202	6.67E-85	249
TRINITY_GG_10303_c1_g1_i3.p1	1	sp|Q9W088|DPOD2_DROME	47.7	237	120	2	13	248	193	426	1.09E-69	223	sp|Q9W088|DPOD2_DROME	47.7	237	120	2	193	426	13	248	4.66E-69	219
TRINITY_GG_10306_c7_g1_i3.p1	1	sp|P33270|CP6A2_DROME	44.2	513	258	10	17	520	10	503	7.06E-140	416	sp|P33270|CP6A2_DROME	44.1	515	260	10	10	505	17	522	1.41E-141	417
TRINITY_GG_10315_c40_g1_i2.p1	1	sp|Q9VFB2|RT10_DROME	64.5	121	43	0	43	163	46	166	3.72E-52	167	sp|Q9VFB2|RT10_DROME	59	139	57	0	28	166	25	163	1.39E-51	162
TRINITY_GG_10315_c48_g1_i3.p1	1	sp|Q01842|POK_DROME	42	547	142	16	29	454	4	496	2.72E-101	325	sp|Q01842|POK_DROME	41.6	538	146	14	7	496	37	454	1.66E-100	320
TRINITY_GG_10315_c49_g1_i1.p1	1	sp|Q80WE4|KI20B_MOUSE	29.4	756	424	17	3	677	8	734	3.12E-71	265	sp|Q80WE4|KI20B_MOUSE	29.6	753	410	18	14	732	9	675	7.77E-70	257
TRINITY_GG_10315_c50_g1_i8.p1	1	sp|Q4R649|BBS5_MACFA	58.4	219	86	2	1	217	125	340	9.56E-89	268	sp|Q4R649|BBS5_MACFA	58.4	219	86	2	125	340	1	217	9.96E-89	265
TRINITY_GG_10317_c5_g1_i7.p1	1	sp|O57406|CEL1A_XENLA	51.1	511	180	13	105	574	8	489	2.23E-147	436	sp|O57406|CEL1A_XENLA	52.1	495	199	11	8	489	105	574	1.96E-149	438
TRINITY_GG_10319_c6_g1_i1.p1	1	sp|Q5F464|LPP_CHICK	60.8	232	90	1	152	383	374	604	1.03E-105	326	sp|Q5F464|LPP_CHICK	58.8	245	96	2	365	604	139	383	2.40E-107	327
TRINITY_GG_10321_c18_g1_i2.p1	1	sp|A0A0B4K692|NEP2_DROME	51.1	775	353	4	8	759	3	774	4.67E-283	800	sp|A0A0B4K692|NEP2_DROME	51	778	349	5	3	774	8	759	2.11E-286	805
TRINITY_GG_10341_c29_g1_i1.p1	1	sp|Q8MIF3|TWST1_EULFU	61.4	140	11	1	204	343	97	193	9.71E-41	145	sp|Q8MIF3|TWST1_EULFU	61.4	140	11	1	97	193	204	343	4.03E-43	147
TRINITY_GG_10341_c34_g1_i1.p1	1	sp|D6WMX4|PINK1_TRICA	51.3	604	249	12	1	600	1	563	1.00E-207	594	sp|D6WMX4|PINK1_TRICA	51.3	604	249	12	1	563	1	600	5.55E-209	594
TRINITY_GG_10341_c34_g1_i1.p2	1	sp|Q8N2K1|UB2J2_HUMAN	66.8	256	61	4	2	235	6	259	5.30E-115	332	sp|Q8N2K1|UB2J2_HUMAN	66.8	256	61	4	6	259	2	235	2.41E-116	332
TRINITY_GG_10341_c40_g1_i7.p1	1	sp|Q6P0D7|MPP7_DANRE	45.5	424	200	4	7	399	150	573	1.02E-119	362	sp|Q6P0D7|MPP7_DANRE	45.8	424	199	4	150	573	7	399	4.76E-123	367
TRINITY_GG_10342_c19_g4_i1.p1	1	sp|Q54SV3|ALN1_DICDI	44.6	242	133	1	2	242	217	458	2.47E-74	241	sp|Q54SV3|ALN1_DICDI	45.1	237	129	1	217	453	2	237	5.57E-74	237
TRINITY_GG_10342_c20_g1_i5.p1	1	sp|Q9W0K7|BAB1_DROME	45.8	684	226	9	6	591	97	733	4.09E-137	432	sp|Q9W0K7|BAB1_DROME	48.4	657	246	8	98	733	7	591	2.94E-133	419
TRINITY_GG_10342_c21_g1_i4.p1	1	sp|Q9DBS2|TPRGL_MOUSE	46.9	96	50	1	133	228	55	149	2.57E-19	87.4	sp|Q9DBS2|TPRGL_MOUSE	46.9	96	50	1	55	149	133	228	1.15E-21	90.1
TRINITY_GG_10343_c5_g1_i2.p1	1	sp|Q5EBM0|CMPK2_HUMAN	36	239	144	5	15	252	212	442	1.29E-33	129	sp|Q5EBM0|CMPK2_HUMAN	36	239	144	5	212	442	15	252	6.51E-35	130
TRINITY_GG_10344_c5_g1_i5.p1	1	sp|Q5M7W4|TMC5_RAT	32.4	476	292	11	5	462	455	918	2.83E-60	217	sp|Q5M7W4|TMC5_RAT	32.6	476	291	11	455	918	5	462	4.02E-61	216
TRINITY_GG_10357_c0_g1_i1.p1	1	sp|Q5ZIU3|DYRK2_CHICK	67.4	488	145	3	86	566	44	524	6.14E-239	671	sp|Q5ZIU3|DYRK2_CHICK	75.9	415	99	1	62	476	97	510	1.16E-240	671
TRINITY_GG_10389_c0_g1_i2.p1	1	sp|Q24432|OMB_DROME	58.2	716	169	19	179	883	309	905	8.01E-163	503	sp|Q24432|OMB_DROME	57.9	720	165	19	309	905	179	883	4.23E-162	498
TRINITY_GG_10396_c6_g2_i3.p1	1	sp|Q3YK19|FANCJ_CHICK	30.5	498	295	10	370	842	243	714	4.18E-67	246	sp|Q3YK19|FANCJ_CHICK	30.7	495	292	10	246	714	373	842	5.42E-66	239
TRINITY_GG_10398_c1_g1_i1.p1	1	sp|Q9DAW6|PRP4_MOUSE	55.9	299	114	5	4	299	17	300	5.48E-93	296	sp|Q9DAW6|PRP4_MOUSE	55.9	299	114	5	17	300	4	299	3.18E-94	295
TRINITY_GG_10412_c16_g1_i1.p1	1	sp|P54814|PRS8_MANSE	97	406	8	1	1	406	1	402	1.10E-278	759	sp|P54814|PRS8_MANSE	97	406	8	1	1	402	1	406	1.29E-279	758
TRINITY_GG_10412_c16_g1_i1.p2	1	sp|Q99J36|THUM1_MOUSE	46.2	236	118	3	26	259	39	267	2.66E-66	214	sp|Q99J36|THUM1_MOUSE	42.9	268	140	4	39	295	26	291	2.29E-68	216
TRINITY_GG_10412_c18_g1_i2.p1	1	sp|Q99KY4|GAK_MOUSE	38	1399	632	39	4	1265	3	1302	4.98E-264	789	sp|Q99KY4|GAK_MOUSE	38.1	1397	633	40	3	1302	4	1265	5.10E-270	801
TRINITY_GG_10418_c19_g1_i1.p1	1	sp|Q9H3F6|BACD3_HUMAN	72.3	274	68	5	14	285	31	298	9.82E-136	389	sp|Q9H3F6|BACD3_HUMAN	72.3	274	68	5	31	298	14	285	6.76E-134	381
TRINITY_GG_10420_c18_g1_i1.p1	1	sp|Q6P4J8|SMU1_XENTR	87.3	513	62	1	1	510	1	513	2.16E-256	712	sp|Q6P4J8|SMU1_XENTR	87.3	513	62	1	1	513	1	510	4.46E-258	712
TRINITY_GG_10420_c21_g1_i6.p1	1	sp|Q9CQ88|TSN31_MOUSE	50.7	217	99	2	1	217	2	210	1.83E-68	211	sp|Q9CQ88|TSN31_MOUSE	50.7	217	99	2	2	210	1	217	2.08E-69	210
TRINITY_GG_10420_c22_g1_i2.p1	1	sp|Q94887|NRX4_DROME	66.2	1173	390	4	2	1172	117	1284	0	1669	sp|Q94887|NRX4_DROME	66.2	1173	390	4	117	1284	2	1172	0	1680
TRINITY_GG_10420_c22_g2_i1.p1	1	sp|Q6DJH2|ADPPT_XENLA	42.7	288	149	6	14	290	13	295	1.61E-71	225	sp|Q6DJH2|ADPPT_XENLA	42.7	288	149	6	13	295	14	290	3.12E-71	221
TRINITY_GG_10420_c24_g1_i8.p1	1	sp|Q9VWG0|SHAWN_DROME	54.7	353	124	6	30	368	41	371	2.66E-121	358	sp|Q9VWG0|SHAWN_DROME	54.7	353	124	6	41	371	30	368	1.60E-122	358
TRINITY_GG_10429_c3_g1_i3.p1	1	sp|Q9VQB7|EOGT_DROME	55.4	442	191	5	31	471	29	465	5.27E-180	520	sp|Q9VQB7|EOGT_DROME	55.4	442	191	5	29	465	31	471	1.04E-181	520
TRINITY_GG_10431_c4_g1_i4.p1	1	sp|Q8IPJ3|LUBEL_DROME	59.6	431	159	5	1312	1731	2463	2889	4.00E-158	541	sp|Q8IPJ3|LUBEL_DROME	59.6	431	159	5	2463	2889	1312	1731	1.62E-158	539
TRINITY_GG_10436_c2_g1_i3.p1	1	sp|Q91Y53|TDIF1_RAT	52.4	124	58	1	209	331	192	315	7.67E-37	142	sp|Q91Y53|TDIF1_RAT	52.4	124	58	1	192	315	209	331	2.51E-37	139
TRINITY_GG_10463_c12_g1_i4.p1	1	sp|Q9CR89|ERGI2_MOUSE	42.6	359	200	3	3	356	1	358	1.49E-92	286	sp|Q9CR89|ERGI2_MOUSE	43.1	357	195	4	5	358	5	356	5.80E-94	286
TRINITY_GG_10469_c0_g1_i1.p1	1	sp|C0HL62|LCP51_DROME	44.4	108	47	4	25	129	1	98	1.41E-20	83.2	sp|C0HL62|LCP51_DROME	44.4	108	47	4	1	98	25	129	1.46E-20	79.3
TRINITY_GG_10481_c21_g1_i3.p1	1	sp|P48764|SL9A3_HUMAN	50.3	595	285	7	96	681	35	627	2.08E-178	549	sp|P48764|SL9A3_HUMAN	50.3	595	285	7	35	627	96	681	9.82E-178	543
TRINITY_GG_10487_c10_g1_i5.p1	1	sp|O60870|KIN17_HUMAN	56.6	396	162	5	1	390	1	392	1.08E-139	406	sp|O60870|KIN17_HUMAN	56.6	396	162	5	1	392	1	390	1.79E-140	405
TRINITY_GG_10487_c11_g1_i2.p1	1	sp|O75581|LRP6_HUMAN	40.6	1706	868	28	25	1707	23	1606	4.28E-243	758	sp|O75581|LRP6_HUMAN	40.7	1696	850	29	23	1591	25	1692	5.53E-247	764
TRINITY_GG_10487_c12_g1_i3.p1	1	sp|Q8TEQ6|GEMI5_HUMAN	27.9	997	569	30	4	898	6	954	2.94E-105	360	sp|Q8TEQ6|GEMI5_HUMAN	27.8	995	568	29	8	954	6	898	5.19E-106	359
TRINITY_GG_10487_c7_g1_i1.p1	1	sp|Q962R9|RS10_SPOFR	74.7	162	33	2	1	158	1	158	9.59E-80	236	sp|Q962R9|RS10_SPOFR	74.7	162	33	2	1	158	1	158	3.37E-82	238
TRINITY_GG_10502_c6_g1_i1.p1	1	sp|Q9NRA8|4ET_HUMAN	28.3	605	305	20	41	611	21	530	5.97E-36	149	sp|Q9NRA8|4ET_HUMAN	28.3	622	311	22	6	530	28	611	1.45E-37	150
TRINITY_GG_10505_c3_g1_i2.p1	1	sp|P34419|YLZ6_CAEEL	36	125	80	0	22	146	34	158	2.88E-21	87.4	sp|P34419|YLZ6_CAEEL	34.9	129	84	0	30	158	18	146	8.19E-21	82.8
TRINITY_GG_10505_c5_g1_i1.p1	1	sp|P25940|CO5A3_HUMAN	29.9	184	99	6	231	407	60	220	2.72E-07	58.2	sp|P25940|CO5A3_HUMAN	29.6	203	112	7	60	239	231	425	1.01E-11	69.3
TRINITY_GG_10505_c7_g1_i12.p1	1	sp|P54277|PMS1_HUMAN	39.1	386	201	8	3	363	1	377	1.01E-68	249	sp|P54277|PMS1_HUMAN	39.1	386	201	8	1	377	3	363	3.75E-71	252
TRINITY_GG_10506_c1_g1_i2.p1	1	sp|Q9YHZ6|CDC45_XENLA	37.3	389	238	2	1	386	1	386	2.78E-90	286	sp|Q9YHZ6|CDC45_XENLA	37.8	389	236	2	1	386	1	386	7.94E-85	268
TRINITY_GG_10506_c1_g1_i2.p2	1	sp|Q08032|CDC45_YEAST	27.2	169	109	3	5	164	482	645	4.62E-09	57.8	sp|Q08032|CDC45_YEAST	27.2	169	109	3	482	645	5	164	5.48E-12	63.9
TRINITY_GG_10506_c2_g1_i1.p1	1	sp|Q6DKJ4|NXN_HUMAN	35	360	211	7	133	491	98	435	1.36E-61	211	sp|Q6DKJ4|NXN_HUMAN	35	360	211	7	98	435	133	491	1.07E-66	220
TRINITY_GG_10506_c3_g1_i1.p1	1	sp|Q2M3R5|S35G1_HUMAN	36.2	367	184	7	79	425	24	360	5.08E-58	197	sp|Q2M3R5|S35G1_HUMAN	36.5	367	183	6	24	360	79	425	2.54E-63	207
TRINITY_GG_10507_c5_g1_i2.p1	1	sp|Q8WWZ7|ABCA5_HUMAN	31.4	1624	959	43	10	1601	12	1512	5.88E-206	657	sp|Q8WWZ7|ABCA5_HUMAN	31.7	1627	951	44	12	1512	10	1601	9.51E-206	652
TRINITY_GG_10512_c100_g1_i1.p1	1	sp|Q1A7B1|TNNC3_BLAGE	88.4	147	17	0	5	151	8	154	2.08E-87	254	sp|Q1A7B1|TNNC3_BLAGE	88.4	147	17	0	8	154	5	151	4.33E-89	255
TRINITY_GG_10512_c57_g1_i2.p1	1	sp|Q9ESJ4|SPN90_MOUSE	50.9	271	133	0	1	271	376	646	1.92E-85	272	sp|Q9ESJ4|SPN90_MOUSE	50.9	271	133	0	376	646	1	271	3.32E-84	266
TRINITY_GG_10512_c62_g1_i1.p1	1	sp|Q96H20|SNF8_HUMAN	58.8	243	94	4	2	243	3	240	1.11E-96	286	sp|Q96H20|SNF8_HUMAN	58.8	243	94	4	3	240	2	243	2.03E-99	290
TRINITY_GG_10512_c64_g1_i1.p1	1	sp|Q3ZBH0|TCPB_BOVIN	75.2	533	131	1	2	534	4	535	1.47E-282	780	sp|Q3ZBH0|TCPB_BOVIN	75.2	533	131	1	4	535	2	534	3.50E-283	778
TRINITY_GG_10512_c82_g1_i3.p1	1	sp|Q8IQ56|TMM11_DROME	56.4	163	69	1	12	174	13	173	3.08E-64	198	sp|Q8IQ56|TMM11_DROME	56.8	162	68	1	13	172	12	173	2.66E-65	197
TRINITY_GG_10512_c82_g1_i3.p3	1	sp|Q8BNI4|DERL2_MOUSE	71.3	108	30	1	1	108	127	233	7.16E-54	171	sp|Q8BNI4|DERL2_MOUSE	71.3	108	30	1	127	233	1	108	3.52E-54	169
TRINITY_GG_10512_c85_g1_i2.p1	1	sp|Q9JJK4|PEX3_RAT	34.8	405	207	7	1	389	1	364	9.43E-72	232	sp|Q9JJK4|PEX3_RAT	34.4	401	214	7	1	364	1	389	5.96E-75	236
TRINITY_GG_10512_c86_g1_i1.p1	1	sp|Q5ISW3|MED29_BOMMO	58.5	142	58	1	39	179	51	192	1.06E-53	172	sp|Q5ISW3|MED29_BOMMO	58.5	142	58	1	51	192	39	179	2.67E-54	170
TRINITY_GG_10512_c86_g1_i1.p3	1	sp|Q9BXW4|MLP3C_HUMAN	64.9	111	39	0	20	130	16	126	2.76E-47	152	sp|Q9BXW4|MLP3C_HUMAN	64.9	111	39	0	16	126	20	130	5.01E-48	150
TRINITY_GG_10512_c87_g1_i6.p1	1	sp|P49710|HCLS1_MOUSE	59.5	116	45	2	1	115	1	115	9.06E-39	145	sp|P49710|HCLS1_MOUSE	59.5	116	45	2	1	115	1	115	8.63E-39	142
TRINITY_GG_10512_c89_g1_i7.p1	1	sp|Q91ZJ5|UGPA_MOUSE	66.3	495	163	4	55	547	16	508	1.24E-230	648	sp|Q91ZJ5|UGPA_MOUSE	66.3	495	163	4	16	508	55	547	6.36E-230	642
TRINITY_GG_10512_c89_g1_i7.p2	1	sp|Q9CR16|PPID_MOUSE	52.9	208	97	1	6	212	15	222	5.09E-73	228	sp|Q9CR16|PPID_MOUSE	55.3	199	88	1	15	213	6	203	5.08E-74	228
TRINITY_GG_10512_c93_g1_i8.p1	1	sp|Q8CJ96|RASF8_MOUSE	47.4	152	69	4	3	153	1	142	3.74E-31	128	sp|Q8CJ96|RASF8_MOUSE	47.4	152	69	4	1	142	3	153	3.16E-30	121
TRINITY_GG_10512_c94_g1_i2.p1	1	sp|P80147|GABT_PIG	55.5	456	202	1	48	503	44	498	7.04E-200	568	sp|P80147|GABT_PIG	55.5	456	202	1	44	498	48	503	1.65E-200	566
TRINITY_GG_10512_c95_g1_i3.p1	1	sp|Q920N2|BPL1_MOUSE	34.3	591	318	15	1	575	184	720	1.92E-91	299	sp|Q920N2|BPL1_MOUSE	34.4	590	319	14	184	720	1	575	2.05E-91	296
TRINITY_GG_10512_c96_g1_i4.p1	1	sp|Q9W0T1|NU301_DROME	37.1	3191	1297	66	1	3004	1	2668	0	1569	sp|Q9W0T1|NU301_DROME	37.6	3159	1324	70	1	2668	1	3004	0	1583
TRINITY_GG_10512_c99_g1_i2.p1	1	sp|Q9U1N0|HRP65_CHITE	63.8	315	114	0	175	489	78	392	2.74E-127	388	sp|Q9U1N0|HRP65_CHITE	61.8	353	135	0	78	430	175	527	3.49E-132	397
TRINITY_GG_10513_c11_g1_i2.p1	1	sp|Q5XJD3|FIP1_DANRE	41.6	202	63	9	139	302	105	289	1.68E-29	125	sp|Q5XJD3|FIP1_DANRE	41.6	202	63	9	105	289	139	302	1.33E-30	125
TRINITY_GG_10513_c11_g1_i2.p2	1	sp|Q2YDE7|ARCH_BOVIN	62.2	111	41	1	1	111	58	167	2.36E-41	137	sp|Q2YDE7|ARCH_BOVIN	62.2	111	41	1	58	167	1	111	1.19E-41	134
TRINITY_GG_10513_c12_g1_i1.p1	1	sp|Q14209|E2F2_HUMAN	40.2	338	151	11	123	445	126	427	1.91E-55	193	sp|Q14209|E2F2_HUMAN	39.5	339	152	10	126	427	123	445	1.51E-56	192
TRINITY_GG_10514_c7_g1_i1.p1	1	sp|Q2EY13|PRTGB_DANRE	29.7	900	593	22	32	917	30	903	3.90E-106	362	sp|Q2EY13|PRTGB_DANRE	29.7	900	593	22	30	903	32	917	2.58E-106	359
TRINITY_GG_10515_c10_g1_i1.p1	1	sp|Q9BZK7|TBL1R_HUMAN	78	514	91	4	1	492	1	514	5.53E-236	659	sp|Q9BZK7|TBL1R_HUMAN	78	514	91	4	1	514	1	492	8.33E-238	660
TRINITY_GG_10515_c16_g1_i1.p1	1	sp|P83293|GR64A_DROME	30.9	404	252	7	58	451	60	446	9.81E-53	187	sp|P83293|GR64A_DROME	31.2	407	247	8	60	446	58	451	7.72E-52	181
TRINITY_GG_10515_c17_g1_i2.p1	1	sp|Q9JM52|MINK1_MOUSE	78.5	358	77	0	7	364	4	361	4.45E-188	569	sp|Q9JM52|MINK1_MOUSE	78.5	358	77	0	4	361	7	364	3.51E-186	561
TRINITY_GG_10515_c17_g1_i2.p2	1	sp|Q23356|MIG15_CAEEL	77.5	347	69	3	74	416	755	1096	1.52E-192	566	sp|Q23356|MIG15_CAEEL	78.9	337	64	2	765	1096	82	416	3.30E-193	565
TRINITY_GG_10520_c3_g1_i1.p1	1	sp|Q9XYU0|MCM7_DROME	71	717	207	1	7	722	4	720	0	1060	sp|Q9XYU0|MCM7_DROME	71	717	207	1	4	720	7	722	0	1058
TRINITY_GG_10520_c4_g1_i2.p1	1	sp|Q99J62|RFC4_MOUSE	58.4	334	131	4	1	327	1	333	7.18E-126	368	sp|Q99J62|RFC4_MOUSE	58.6	333	130	4	1	332	1	326	1.05E-125	364
TRINITY_GG_10520_c5_g1_i2.p1	1	sp|Q9BTX1|NDC1_HUMAN	26.8	665	410	17	2	594	15	674	2.23E-45	174	sp|Q9BTX1|NDC1_HUMAN	26.4	663	415	17	15	674	2	594	1.32E-48	179
TRINITY_GG_10521_c12_g1_i1.p1	1	sp|P51910|APOD_MOUSE	39.3	168	93	6	77	241	25	186	3.13E-29	111	sp|P51910|APOD_MOUSE	39.3	168	93	6	25	186	77	241	2.78E-30	110
TRINITY_GG_10522_c4_g1_i1.p1	1	sp|B0X9H6|KEN1_CULQU	35.7	775	319	24	8	734	10	653	4.34E-52	195	sp|B0X9H6|KEN1_CULQU	33.3	775	338	22	10	653	8	734	3.61E-52	191
TRINITY_GG_1053_c9_g1_i1.p1	1	sp|Q16JS8|SPNE_AEDAE	40	1384	753	28	109	1452	23	1369	4.74E-301	894	sp|Q16JS8|SPNE_AEDAE	40	1384	753	28	23	1369	109	1452	7.71E-298	882
TRINITY_GG_10532_c0_g1_i1.p1	1	sp|Q24342|FNG_DROME	66.9	269	86	2	106	372	143	410	1.30E-134	393	sp|Q24342|FNG_DROME	65.6	276	91	3	136	410	100	372	1.81E-137	397
