transcript	zeroOne	annot.x	pident.x	length.x	mismatch	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismach	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_10274_c0_g1_i1.p1	1	sp|P25208|NFYB_HUMAN	54.2	190	70	5	10	194	15	192	1.53E-58	186	sp|P25208|NFYB_HUMAN	54.2	190	70	5	15	192	10	194	4.45E-60	186
TRINITY_GG_10275_c1_g1_i2.p2	1	sp|Q9VNX1|POLH_DROME	49.2	425	190	5	3	407	15	433	5.20E-135	411	sp|Q9VNX1|POLH_DROME	49.3	424	191	5	15	433	3	407	2.51E-135	409
TRINITY_GG_10276_c2_g1_i4.p1	1	sp|Q9HD40|SPCS_HUMAN	60.6	462	182	0	1	462	1	462	1.78E-205	583	sp|Q9HD40|SPCS_HUMAN	60.6	462	182	0	1	462	1	462	3.48E-207	583
TRINITY_GG_10276_c2_g1_i4.p3	1	sp|P48604|GRPE_DROME	55.9	195	84	2	31	224	19	212	9.80E-64	200	sp|P48604|GRPE_DROME	55.9	195	84	2	19	212	31	224	3.30E-66	202
TRINITY_GG_10287_c1_g1_i4.p1	1	sp|P54733|CCNE_DROME	42.3	362	176	6	116	466	319	658	1.05E-83	275	sp|P54733|CCNE_DROME	42.3	362	176	6	319	658	116	466	4.29E-86	278
TRINITY_GG_10293_c22_g1_i1.p1	1	sp|Q9Y2L5|TPPC8_HUMAN	30.9	1562	835	42	1	1447	1	1433	1.66E-164	536	sp|Q9Y2L5|TPPC8_HUMAN	30.5	1560	844	38	1	1433	1	1447	6.82E-177	566
TRINITY_GG_10293_c23_g1_i8.p1	1	sp|Q15031|SYLM_HUMAN	42.5	832	415	15	25	815	33	842	6.52E-214	634	sp|Q15031|SYLM_HUMAN	43.5	810	382	17	61	842	54	815	5.97E-214	630
TRINITY_GG_10293_c23_g1_i8.p2	1	sp|Q9VQQ9|EXOC2_DROME	42.6	821	417	12	1	796	96	887	1.25E-210	622	sp|Q9VQQ9|EXOC2_DROME	42.8	821	416	12	96	887	1	796	1.58E-214	628
TRINITY_GG_10293_c23_g1_i8.p4	1	sp|O75223|GGCT_HUMAN	36.7	177	90	4	5	177	12	170	3.24E-27	105	sp|O75223|GGCT_HUMAN	36.7	177	90	4	12	170	5	177	3.12E-29	106
TRINITY_GG_10299_c16_g1_i1.p1	1	sp|P12955|PEPD_HUMAN	58.8	485	194	3	1	485	1	479	6.55E-198	562	sp|P12955|PEPD_HUMAN	58.8	485	194	3	1	479	1	485	8.04E-201	566
TRINITY_GG_10299_c18_g1_i3.p1	1	sp|Q803I2|ERGI3_DANRE	52.9	278	129	2	5	280	2	279	2.45E-99	299	sp|Q803I2|ERGI3_DANRE	52.9	278	129	2	2	279	5	280	2.36E-101	301
TRINITY_GG_10299_c19_g1_i5.p1	1	sp|Q9VPD5|MTEF3_DROME	40.3	318	186	1	63	380	40	353	1.59E-77	246	sp|Q9VPD5|MTEF3_DROME	40.3	318	186	1	40	353	63	380	1.35E-77	242
TRINITY_GG_10301_c4_g1_i3.p1	1	sp|Q9R1S3|PIGN_MOUSE	42.7	936	506	9	6	932	7	921	1.44E-226	669	sp|Q9R1S3|PIGN_MOUSE	42.9	931	502	9	7	916	6	927	6.31E-224	659
TRINITY_GG_10301_c4_g1_i3.p2	1	sp|Q16HE8|NKD_AEDAE	69.4	85	25	1	117	200	3	87	1.02E-25	115	sp|Q16HE8|NKD_AEDAE	69.4	85	25	1	3	87	117	200	3.95E-27	115
TRINITY_GG_10303_c1_g1_i2.p1	1	sp|Q16983|DIHR_ACHDO	70.3	411	114	3	18	427	32	435	1.09E-201	570	sp|Q16983|DIHR_ACHDO	70.3	411	114	3	32	435	18	427	6.28E-202	567
TRINITY_GG_10309_c1_g1_i2.p2	1	sp|P12297|SUWA_DROME	50.8	254	115	5	25	269	59	311	1.41E-62	215	sp|P12297|SUWA_DROME	49.6	266	124	6	47	311	13	269	1.81E-62	213
TRINITY_GG_10310_c12_g1_i3.p1	1	sp|Q0P457|KTI12_DANRE	47.6	208	105	1	1	208	1	204	5.42E-68	212	sp|Q0P457|KTI12_DANRE	47.6	208	105	1	1	204	1	208	2.54E-70	215
TRINITY_GG_10310_c15_g1_i1.p1	1	sp|Q61471|TOB1_MOUSE	39.6	331	90	6	130	451	1	230	3.48E-61	211	sp|Q61471|TOB1_MOUSE	41	324	82	7	1	224	130	444	1.10E-60	206
TRINITY_GG_10310_c16_g1_i1.p2	1	sp|Q02366|NDUA6_BOVIN	54.5	121	55	0	4	124	7	127	9.03E-44	142	sp|Q02366|NDUA6_BOVIN	54.5	121	55	0	7	127	4	124	2.19E-44	140
TRINITY_GG_10310_c17_g1_i3.p1	1	sp|Q8BI36|JKAMP_MOUSE	48.2	313	146	6	9	312	1	306	1.06E-90	275	sp|Q8BI36|JKAMP_MOUSE	48.4	310	144	5	1	303	9	309	9.43E-94	280
TRINITY_GG_10310_c18_g1_i1.p1	1	sp|Q5PSV9|MDC1_MOUSE	37.3	209	128	2	1626	1834	1495	1700	2.50E-32	142	sp|Q5PSV9|MDC1_MOUSE	37.3	209	128	2	1495	1700	1626	1834	3.69E-33	140
TRINITY_GG_10314_c0_g1_i1.p1	1	sp|Q64HY3|SP9_MOUSE	39	423	180	10	182	588	8	368	1.16E-50	187	sp|Q64HY3|SP9_MOUSE	56	334	107	7	130	436	336	656	6.21E-52	186
TRINITY_GG_10315_c2_g1_i1.p1	1	sp|Q9Y399|RT02_HUMAN	61.9	84	32	0	51	134	67	150	3.10E-29	110	sp|Q9Y399|RT02_HUMAN	61.9	84	32	0	67	150	51	134	1.86E-30	111
TRINITY_GG_10315_c5_g1_i1.p1	1	sp|Q8R0H9|GGA1_MOUSE	36.3	731	327	15	7	710	9	627	2.29E-116	366	sp|Q8R0H9|GGA1_MOUSE	36.4	731	326	15	9	627	7	710	1.50E-114	358
TRINITY_GG_10315_c6_g1_i1.p1	1	sp|Q8SWU7|OLA1_DROME	75.6	397	97	0	1	397	1	397	4.33E-231	638	sp|Q8SWU7|OLA1_DROME	75.6	397	97	0	1	397	1	397	4.17E-231	635
TRINITY_GG_10315_c7_g1_i9.p1	1	sp|Q96C12|ARMC5_HUMAN	25.6	301	215	3	61	359	127	420	4.27E-12	73.6	sp|Q96C12|ARMC5_HUMAN	25.6	301	215	3	127	420	61	359	3.76E-18	89
TRINITY_GG_10315_c7_g1_i9.p3	1	sp|A5PK43|ERAL1_BOVIN	37.6	322	190	2	30	340	112	433	4.79E-67	220	sp|A5PK43|ERAL1_BOVIN	37.3	322	191	2	112	433	30	340	2.13E-66	215
TRINITY_GG_10315_c8_g1_i4.p1	1	sp|Q9Y573|IPP_HUMAN	39.8	342	195	3	43	375	14	353	1.67E-72	246	sp|Q9Y573|IPP_HUMAN	39.8	342	195	3	14	353	43	375	4.97E-72	241
TRINITY_GG_10317_c19_g1_i1.p1	1	sp|Q9VSA3|ACADM_DROME	76.9	412	92	1	8	416	4	415	1.78E-232	644	sp|Q9VSA3|ACADM_DROME	78.1	406	86	1	10	415	14	416	9.32E-237	651
TRINITY_GG_10317_c21_g1_i7.p1	1	sp|Q9ULJ6|ZMIZ1_HUMAN	52.6	620	215	15	72	672	506	1065	5.31E-179	540	sp|Q9ULJ6|ZMIZ1_HUMAN	52.7	621	213	16	506	1065	72	672	3.09E-174	525
TRINITY_GG_10322_c15_g1_i1.p1	1	sp|Q16QL3|COQ2_AEDAE	62.2	320	113	2	65	384	92	403	8.16E-146	424	sp|Q16QL3|COQ2_AEDAE	61.7	326	117	2	92	409	65	390	1.38E-149	430
TRINITY_GG_10322_c16_g1_i3.p1	1	sp|Q8N7H5|PAF1_HUMAN	63	373	133	4	1	369	1	372	2.49E-153	452	sp|Q8N7H5|PAF1_HUMAN	63	373	133	4	1	372	1	369	2.13E-156	457
TRINITY_GG_10322_c16_g1_i3.p2	1	sp|Q17D30|EIF3M_AEDAE	68.9	383	114	3	6	385	6	386	6.65E-185	520	sp|Q17D30|EIF3M_AEDAE	68.9	383	114	3	6	386	6	385	9.07E-185	516
TRINITY_GG_10322_c16_g1_i3.p3	1	sp|Q2KHU3|EXOS8_BOVIN	45.2	272	148	1	15	285	1	272	6.95E-87	264	sp|Q2KHU3|EXOS8_BOVIN	45.2	272	148	1	1	272	15	285	1.63E-89	267
TRINITY_GG_10322_c17_g1_i4.p1	1	sp|P24861|CCNA_PATVU	44.1	440	197	11	2	418	7	420	1.16E-98	304	sp|P24861|CCNA_PATVU	44.1	440	197	11	7	420	2	418	1.35E-99	303
TRINITY_GG_10323_c17_g1_i1.p1	1	sp|Q94516|AT5F1_DROME	59.8	249	88	2	1	249	1	237	6.81E-95	281	sp|Q94516|AT5F1_DROME	59.8	249	88	2	1	237	1	249	1.42E-98	287
TRINITY_GG_10323_c27_g1_i1.p1	1	sp|Q92994|TF3B_HUMAN	49.4	557	242	9	1	526	1	548	2.66E-154	464	sp|Q92994|TF3B_HUMAN	48.3	567	253	9	1	558	1	536	1.76E-154	461
TRINITY_GG_10323_c30_g1_i1.p1	1	sp|O60678|ANM3_HUMAN	39.9	531	294	6	6	533	20	528	2.45E-133	400	sp|O60678|ANM3_HUMAN	40.6	522	285	6	20	519	6	524	1.56E-136	405
TRINITY_GG_10323_c37_g1_i1.p1	1	sp|Q5RAT7|ARFG2_PONAB	42	564	262	14	6	553	5	519	3.15E-112	347	sp|Q5RAT7|ARFG2_PONAB	42.2	562	264	14	5	519	6	553	6.24E-117	355
TRINITY_GG_10323_c38_g1_i5.p1	1	sp|A4FV45|TM214_BOVIN	28.9	550	347	14	3	528	9	538	3.31E-55	200	sp|A4FV45|TM214_BOVIN	28.8	556	340	15	9	538	3	528	1.03E-59	209
TRINITY_GG_10323_c40_g1_i1.p1	1	sp|Q99LH1|NOG2_MOUSE	65	460	156	4	16	473	12	468	1.08E-208	607	sp|Q99LH1|NOG2_MOUSE	65	460	156	4	12	468	16	473	2.62E-206	598
TRINITY_GG_10323_c43_g1_i3.p1	1	sp|Q9VUF8|CP314_DROME	45.6	489	251	8	38	516	55	538	9.09E-142	422	sp|Q9VUF8|CP314_DROME	45.6	489	251	8	55	538	38	516	8.01E-140	413
TRINITY_GG_10323_c44_g1_i1.p1	1	sp|O61267|LOK_DROME	38.6	306	170	7	5	294	153	456	2.31E-52	187	sp|O61267|LOK_DROME	38.1	312	175	7	153	462	5	300	6.14E-56	193
TRINITY_GG_10323_c45_g1_i1.p1	1	sp|Q27607|DPOG1_DROME	49.8	1115	484	21	139	1207	48	1132	0	1011	sp|Q27607|DPOG1_DROME	49.8	1123	472	24	48	1132	139	1207	0	1010
TRINITY_GG_10323_c45_g1_i1.p2	1	sp|Q8IQ13|EIF1A_DROME	46.7	135	63	2	3	129	7	140	2.33E-37	128	sp|Q8IQ13|EIF1A_DROME	46.7	135	63	2	7	140	3	129	5.47E-38	126
TRINITY_GG_10323_c46_g1_i1.p1	1	sp|Q0VBY7|DJC24_BOVIN	36.6	131	74	3	2	124	11	140	1.34E-21	87	sp|Q0VBY7|DJC24_BOVIN	36.6	131	74	3	11	140	2	124	1.55E-23	88.6
TRINITY_GG_10324_c1_g1_i2.p1	1	sp|Q5EAR6|CC115_DANRE	34.9	195	112	4	10	195	7	195	5.64E-17	78.6	sp|Q5EAR6|CC115_DANRE	34.9	192	110	4	7	192	10	192	6.96E-16	72
TRINITY_GG_10325_c1_g1_i1.p1	1	sp|Q8N5Y2|MS3L1_HUMAN	45.9	85	43	3	95	177	421	504	1.48E-15	77	sp|Q8N5Y2|MS3L1_HUMAN	45.9	85	43	3	421	504	95	177	4.30E-16	75.9
TRINITY_GG_10326_c0_g1_i1.p1	1	sp|Q5EB97|ZCH10_RAT	66	47	16	0	19	65	20	66	1.57E-16	73.6	sp|Q5EB97|ZCH10_RAT	66	47	16	0	20	66	19	65	5.91E-17	71.6
TRINITY_GG_10343_c0_g1_i1.p1	1	sp|Q568J8|TM256_DANRE	49.1	108	53	1	61	166	7	114	1.49E-30	110	sp|Q568J8|TM256_DANRE	49.1	108	53	1	7	114	61	166	6.77E-31	107
TRINITY_GG_10350_c0_g1_i4.p1	1	sp|E7FAP1|RN169_DANRE	27.3	344	190	8	26	331	29	350	8.75E-28	122	sp|E7FAP1|RN169_DANRE	27.5	346	187	9	29	350	26	331	6.39E-30	124
TRINITY_GG_10351_c3_g1_i4.p1	1	sp|B4LZ88|NCB2B_DROVI	83	147	25	0	5	151	1	147	9.74E-93	268	sp|B4LZ88|NCB2B_DROVI	83	147	25	0	1	147	5	151	2.22E-93	266
TRINITY_GG_10351_c4_g1_i1.p1	1	sp|A8JQ65|DGKH_DROME	42.5	1780	613	54	1	1419	163	1893	0	1135	sp|A8JQ65|DGKH_DROME	42.4	1780	615	52	163	1893	1	1419	0	1157
TRINITY_GG_10352_c6_g1_i1.p1	1	sp|Q9R087|GPC6_MOUSE	45.2	487	253	5	36	511	12	495	9.16E-136	410	sp|Q9R087|GPC6_MOUSE	45.2	487	253	5	12	495	36	511	1.22E-140	419
TRINITY_GG_10352_c7_g1_i2.p1	1	sp|Q8NI08|NCOA7_HUMAN	26.7	1033	542	27	39	1063	116	941	8.05E-85	298	sp|Q8NI08|NCOA7_HUMAN	27.2	1045	528	29	113	941	36	1063	3.58E-82	286
TRINITY_GG_10354_c4_g1_i4.p1	1	sp|Q8QG61|CRY1_CHICK	75.1	493	122	1	19	510	4	496	2.50E-292	808	sp|Q8QG61|CRY1_CHICK	75.1	493	122	1	4	496	19	510	3.00E-294	809
TRINITY_GG_10354_c4_g2_i1.p1	1	sp|Q4R877|S19A3_MACFA	25.9	428	125	4	2	241	10	433	1.32E-38	143	sp|Q4R877|S19A3_MACFA	25.9	428	125	4	10	433	2	241	3.91E-38	139
TRINITY_GG_10356_c1_g1_i1.p1	1	sp|Q5HZI9|S2551_MOUSE	45.5	268	141	3	52	315	32	298	7.81E-86	263	sp|Q5HZI9|S2551_MOUSE	45.5	268	141	3	32	298	52	315	1.11E-84	256
TRINITY_GG_10356_c1_g1_i1.p2	1	sp|Q99470|SDF2_HUMAN	68.3	101	32	0	34	134	24	124	1.56E-46	152	sp|Q99470|SDF2_HUMAN	68.3	101	32	0	24	124	34	134	3.88E-47	151
TRINITY_GG_10360_c1_g1_i1.p1	1	sp|P11450|FCP3C_DROME	49.6	129	57	3	103	228	159	282	4.43E-42	147	sp|P11450|FCP3C_DROME	50	128	56	3	159	281	103	227	7.61E-41	140
TRINITY_GG_10361_c6_g1_i1.p2	1	sp|B4F6W9|TRIPC_XENTR	60	783	297	8	3	779	1284	2056	0	946	sp|B4F6W9|TRIPC_XENTR	60	783	297	8	1284	2056	3	779	0	950
TRINITY_GG_10363_c8_g1_i2.p1	1	sp|P51842|GUC2F_RAT	57	530	219	5	794	1315	564	1092	1.32E-184	586	sp|P51842|GUC2F_RAT	47.4	707	297	11	437	1086	621	1309	2.53E-187	589
TRINITY_GG_10369_c1_g1_i1.p1	1	sp|Q9V6G5|TAZ_DROME	57.2	257	110	0	1	257	118	374	1.20E-112	332	sp|Q9V6G5|TAZ_DROME	57.2	257	110	0	118	374	1	257	7.09E-114	332
TRINITY_GG_10371_c4_g1_i1.p1	1	sp|Q7SXZ1|PIGB_DANRE	40.9	501	268	8	5	499	46	524	2.04E-114	351	sp|Q7SXZ1|PIGB_DANRE	41.1	501	267	8	46	524	5	499	2.43E-112	342
TRINITY_GG_10372_c0_g1_i6.p1	1	sp|P61375|LHX5_MOUSE	50.1	355	87	6	1	353	1	267	8.16E-103	318	sp|P61375|LHX5_MOUSE	46.3	417	130	8	1	333	1	407	1.57E-102	313
TRINITY_GG_10383_c16_g1_i1.p1	1	sp|O59028|MDH_PYRHO	38.7	351	207	5	52	399	13	358	4.41E-77	246	sp|O59028|MDH_PYRHO	38.5	353	209	5	13	360	52	401	1.26E-77	243
TRINITY_GG_10383_c18_g1_i1.p1	1	sp|Q9HBH9|MKNK2_HUMAN	53.2	432	147	6	54	480	76	457	2.95E-157	457	sp|Q9HBH9|MKNK2_HUMAN	53.9	432	138	6	79	457	57	480	1.21E-155	450
TRINITY_GG_10386_c0_g1_i1.p1	1	sp|P46527|CDN1B_HUMAN	40.3	62	34	1	168	229	30	88	1.56E-07	54.7	sp|P46527|CDN1B_HUMAN	40.3	62	34	1	30	88	168	229	6.28E-09	53.9
TRINITY_GG_10403_c3_g1_i2.p1	1	sp|A2AT37|RENT2_MOUSE	38.2	1172	681	15	335	1490	125	1269	1.40E-249	758	sp|A2AT37|RENT2_MOUSE	38.4	1160	613	16	154	1262	375	1483	4.01E-245	742
TRINITY_GG_10404_c3_g1_i2.p1	1	sp|P48597|IF4E_XENLA	60.7	183	72	0	29	211	31	213	1.13E-85	255	sp|P48597|IF4E_XENLA	60.7	183	72	0	31	213	29	211	4.67E-87	255
TRINITY_GG_10404_c4_g1_i1.p1	1	sp|A1Z6S7|GDS1_DROME	36.4	632	348	10	8	594	4	626	1.16E-108	343	sp|A1Z6S7|GDS1_DROME	36.6	632	347	10	4	626	8	594	4.12E-108	338
TRINITY_GG_10404_c5_g1_i2.p1	1	sp|O01377|PCNA_BOMMO	82.7	260	45	0	1	260	1	260	3.85E-154	432	sp|O01377|PCNA_BOMMO	82.7	260	45	0	1	260	1	260	7.83E-156	433
TRINITY_GG_10405_c2_g1_i2.p1	1	sp|Q96IU4|ABHEB_HUMAN	43.5	209	106	5	29	231	5	207	9.51E-47	157	sp|Q96IU4|ABHEB_HUMAN	43.5	209	106	5	5	207	29	231	5.58E-47	154
TRINITY_GG_10406_c10_g1_i1.p1	1	sp|Q8R5F3|OARD1_MOUSE	54	137	63	0	322	458	14	150	2.38E-44	156	sp|Q8R5F3|OARD1_MOUSE	54	137	63	0	14	150	322	458	1.18E-44	152
TRINITY_GG_10417_c31_g2_i1.p1	1	sp|P21522|ROA1_SCHAM	83.8	191	31	0	1	191	1	191	3.74E-114	337	sp|P21522|ROA1_SCHAM	83.8	191	31	0	1	191	1	191	2.00E-116	339
TRINITY_GG_10417_c41_g1_i1.p2	1	sp|P83916|CBX1_HUMAN	64.8	159	53	1	25	180	21	179	1.33E-62	194	sp|P83916|CBX1_HUMAN	64.8	159	53	1	21	179	25	180	5.04E-62	189
TRINITY_GG_10417_c43_g1_i1.p2	1	sp|Q4V7W8|ETKMT_XENLA	43.8	210	111	4	40	242	36	245	2.09E-56	183	sp|Q4V7W8|ETKMT_XENLA	43.8	210	111	4	36	245	40	242	6.15E-58	183
TRINITY_GG_10417_c48_g2_i3.p1	1	sp|O14733|MP2K7_HUMAN	62.2	405	133	3	2	391	3	402	1.85E-163	481	sp|O14733|MP2K7_HUMAN	62.2	405	133	3	3	402	2	391	4.31E-165	481
TRINITY_GG_10417_c49_g1_i2.p1	1	sp|Q9VV87|ELOV6_DROME	67.4	282	91	1	9	289	10	291	4.44E-146	415	sp|Q9VV87|ELOV6_DROME	72.5	258	70	1	10	267	9	265	9.86E-148	416
TRINITY_GG_10417_c52_g2_i1.p1	1	sp|A1ZA47|ZASP_DROME	55.5	371	138	7	3	353	5	368	1.18E-110	360	sp|A1ZA47|ZASP_DROME	55.3	371	139	7	5	368	3	353	7.26E-114	368
TRINITY_GG_10417_c54_g1_i3.p1	1	sp|P42700|RO60_XENLA	32.2	376	227	7	4	369	177	534	1.60E-54	191	sp|P42700|RO60_XENLA	32.5	378	223	8	177	534	4	369	1.95E-53	184
TRINITY_GG_10417_c55_g1_i1.p2	1	sp|Q9D1Z3|ACKMT_MOUSE	53.1	196	91	1	4	199	19	213	1.58E-66	207	sp|Q9D1Z3|ACKMT_MOUSE	53.1	196	91	1	19	213	4	199	3.19E-67	206
TRINITY_GG_10417_c56_g1_i3.p1	1	sp|Q9NRR4|RNC_HUMAN	55	1014	412	13	429	1417	357	1351	0	1095	sp|Q9NRR4|RNC_HUMAN	57.6	942	383	8	409	1344	479	1410	0	1106
TRINITY_GG_10417_c58_g1_i12.p2	1	sp|Q6MG08|ABCF1_RAT	65.6	596	198	3	340	935	247	835	4.53E-263	759	sp|Q6MG08|ABCF1_RAT	65.8	597	195	4	247	835	340	935	9.36E-264	757
TRINITY_GG_10420_c0_g1_i1.p1	1	sp|A6QNT8|SC24A_BOVIN	58.9	768	308	3	534	1300	337	1097	2.38E-305	915	sp|A6QNT8|SC24A_BOVIN	58.9	768	308	3	337	1097	534	1300	3.32E-305	906
TRINITY_GG_10431_c7_g1_i2.p1	1	sp|Q6KCD5|NIPBL_MOUSE	48.9	1594	683	18	543	2108	1140	2630	0	1376	sp|Q6KCD5|NIPBL_MOUSE	49.6	1556	670	16	1181	2641	583	2118	0	1382
TRINITY_GG_10431_c8_g1_i3.p1	1	sp|Q961D9|BCL9_DROME	30.2	675	320	22	197	826	316	884	2.42E-34	148	sp|Q961D9|BCL9_DROME	29.9	685	335	23	316	897	197	839	1.94E-43	173
TRINITY_GG_10437_c6_g1_i2.p1	1	sp|A6H7H1|F120A_BOVIN	40.8	503	232	11	99	544	544	1037	1.09E-99	333	sp|A6H7H1|F120A_BOVIN	41.5	475	224	8	544	1016	99	521	3.83E-101	333
TRINITY_GG_10444_c2_g1_i1.p1	1	sp|O93603|TRHR_CHICK	41.4	292	144	7	17	289	10	293	2.68E-58	194	sp|O93603|TRHR_CHICK	40.4	292	147	5	10	293	17	289	5.00E-53	177
TRINITY_GG_10450_c3_g1_i2.p1	1	sp|P49870|HR38_BOMMO	75.5	343	84	0	414	756	18	360	2.33E-182	527	sp|P49870|HR38_BOMMO	75.5	343	84	0	18	360	414	756	9.54E-181	519
TRINITY_GG_10450_c5_g1_i2.p1	1	sp|Q14974|IMB1_HUMAN	70.6	874	255	2	7	879	1	873	0	1202	sp|Q14974|IMB1_HUMAN	70.7	873	254	2	2	873	8	879	0	1207
TRINITY_GG_10450_c5_g1_i2.p2	1	sp|Q9VIK2|CART_DROME	63.1	553	198	4	65	613	30	580	1.67E-253	716	sp|Q9VIK2|CART_DROME	63.1	553	198	4	30	580	65	613	7.11E-260	729
TRINITY_GG_10453_c0_g1_i1.p1	1	sp|Q9D6T1|TBE_MOUSE	41.8	483	240	6	1	454	1	471	3.91E-127	380	sp|Q9D6T1|TBE_MOUSE	41.8	483	240	6	1	471	1	454	2.44E-125	372
TRINITY_GG_10476_c25_g1_i1.p1	1	sp|Q8MZC4|CRLS1_DROME	50.6	235	110	2	118	346	87	321	9.08E-72	229	sp|Q8MZC4|CRLS1_DROME	50.6	235	110	2	87	321	118	346	3.03E-77	239
TRINITY_GG_10476_c27_g1_i7.p1	1	sp|Q5ZL91|INT7_CHICK	44.6	918	469	16	6	899	31	932	8.04E-229	675	sp|Q5ZL91|INT7_CHICK	44.5	917	471	15	31	932	6	899	3.41E-227	667
TRINITY_GG_10476_c27_g1_i7.p2	1	sp|Q8R0K9|E2F4_MOUSE	45.6	406	157	6	7	359	16	410	1.74E-96	295	sp|Q8R0K9|E2F4_MOUSE	45.6	406	157	6	16	410	7	359	1.63E-97	295
TRINITY_GG_10476_c28_g1_i1.p1	1	sp|A1SWP5|MOAC_PSYIN	57.6	151	64	0	59	209	6	156	1.97E-48	159	sp|A1SWP5|MOAC_PSYIN	57.6	151	64	0	6	156	59	209	1.12E-52	166
TRINITY_GG_10476_c28_g1_i1.p2	1	sp|Q8IQF1|MOCS1_DROME	71.4	161	44	1	37	197	55	213	3.29E-73	234	sp|Q8IQF1|MOCS1_DROME	71.4	161	44	1	55	213	37	197	7.46E-74	233
TRINITY_GG_10476_c29_g1_i4.p1	1	sp|Q24325|TAF2_DROME	68.3	983	301	5	3	979	18	995	0	1382	sp|Q24325|TAF2_DROME	68.3	980	306	4	18	995	3	979	0	1374
TRINITY_GG_10480_c1_g1_i2.p1	1	sp|O14530|TXND9_HUMAN	52.8	214	98	2	6	216	12	225	4.81E-76	231	sp|O14530|TXND9_HUMAN	51.6	219	103	2	7	225	1	216	9.97E-78	232
TRINITY_GG_10482_c18_g1_i1.p1	1	sp|Q9VWK6|PGP2L_DROME	54.1	244	110	1	8	249	65	308	2.92E-87	265	sp|Q9VWK6|PGP2L_DROME	55.7	237	103	1	66	302	9	243	1.23E-84	255
TRINITY_GG_10482_c19_g1_i2.p1	1	sp|Q9V831|APC10_DROME	71.6	176	50	0	10	185	20	195	3.91E-94	275	sp|Q9V831|APC10_DROME	71.6	176	50	0	20	195	10	185	3.39E-95	274
TRINITY_GG_10482_c19_g1_i2.p2	1	sp|Q6IQE9|ALKB6_DANRE	63.8	105	37	1	1	105	9	112	1.44E-45	149	sp|Q6IQE9|ALKB6_DANRE	63.8	105	37	1	9	112	1	105	1.03E-45	147
TRINITY_GG_10482_c20_g1_i2.p1	1	sp|Q9BVK2|ALG8_HUMAN	54.6	515	222	3	9	521	21	525	1.33E-196	561	sp|Q9BVK2|ALG8_HUMAN	54.6	515	222	3	21	525	9	521	4.16E-195	554
TRINITY_GG_10482_c22_g2_i1.p1	1	sp|Q15269|PWP2_HUMAN	51.2	561	258	4	1	561	1	545	3.07E-181	537	sp|Q15269|PWP2_HUMAN	51	561	259	4	1	545	1	561	1.84E-183	540
TRINITY_GG_10482_c23_g1_i10.p1	1	sp|Q9VF87|CYFIP_DROME	82.1	1288	227	3	3	1287	2	1289	0	2164	sp|Q9VF87|CYFIP_DROME	82.1	1288	227	3	2	1289	3	1287	0	2165
TRINITY_GG_10482_c23_g1_i10.p2	1	sp|Q0IF90|WDR55_AEDAE	51.9	208	100	0	1	208	251	458	9.73E-76	238	sp|Q0IF90|WDR55_AEDAE	51.7	209	101	0	251	459	1	209	1.59E-77	240
TRINITY_GG_10483_c9_g1_i1.p1	1	sp|Q92616|GCN1_HUMAN	56.8	1842	746	15	7	1842	873	2671	0	1910	sp|Q92616|GCN1_HUMAN	56.9	1846	745	16	870	2670	2	1841	0	1920
TRINITY_GG_10485_c1_g1_i1.p1	1	sp|Q7PYQ5|FAM50_ANOGA	77.1	358	76	1	1	352	1	358	1.89E-164	466	sp|Q7PYQ5|FAM50_ANOGA	77.1	358	76	1	1	358	1	352	9.14E-165	463
TRINITY_GG_10486_c0_g1_i1.p1	1	sp|Q28IN9|PKRI1_XENTR	63.3	109	40	0	28	136	21	129	8.67E-37	130	sp|Q28IN9|PKRI1_XENTR	63.3	109	40	0	21	129	28	136	3.63E-38	130
TRINITY_GG_10487_c25_g1_i1.p1	1	sp|Q1JP61|KDM8_BOVIN	38.6	420	194	7	56	474	50	406	5.56E-87	275	sp|Q1JP61|KDM8_BOVIN	39.2	421	188	9	50	405	56	473	3.15E-90	280
TRINITY_GG_10487_c26_g1_i2.p1	1	sp|Q02338|BDH_HUMAN	44.9	294	155	4	72	361	52	342	1.44E-87	270	sp|Q02338|BDH_HUMAN	44.9	294	155	4	52	342	72	361	2.88E-86	263
TRINITY_GG_10487_c27_g1_i6.p1	1	sp|Q7KTX8|MED13_DROME	38.5	1770	737	49	35	1518	914	2617	2.76E-305	960	sp|Q7KTX8|MED13_DROME	38.2	1775	735	48	914	2617	35	1518	0	996
TRINITY_GG_10487_c31_g2_i1.p1	1	sp|Q5SYL3|K0100_MOUSE	38.8	1596	807	36	980	2519	752	2234	1.31E-305	989	sp|Q5SYL3|K0100_MOUSE	39.1	1596	795	39	752	2230	980	2515	1.65E-305	999
TRINITY_GG_10487_c9_g1_i1.p1	1	sp|Q5R8H3|BAP31_PONAB	50	122	61	0	1	122	1	122	2.24E-30	115	sp|Q5R8H3|BAP31_PONAB	50	122	61	0	1	122	1	122	1.36E-31	115
TRINITY_GG_10489_c8_g1_i1.p1	1	sp|P32865|GPRK1_DROME	82.2	681	117	1	1	677	1	681	0	1157	sp|P32865|GPRK1_DROME	82.2	681	117	1	1	681	1	677	0	1162
